instruction_category,images,images_blip2_captions,instruction,reference_output
textcaps,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/971_textcaps_c508532ae14086e6.jpg""]","[""a mercedes dealership with a reception area and plants""]",Describe the following image in detail. Read the associated text and comprehend it in the context to the visual scene.,"['Zii', 'Mercedes-Benz', 'edes', 'Benz']"
textcaps,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/972_textcaps_927c6e0240c74c84.jpg""]","[""a row of books on a shelf in a library""]",Describe the following image in detail. Read the associated text and comprehend it in the context to the visual scene.,"['MON', 'E', 'POTKIN', 'OK']"
textcaps,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/973_textcaps_7dc160a1caee8bd1.jpg""]","[""a lobby with chairs and a sign that says hair block""]",Describe the following image in detail. Read the associated text and comprehend it in the context to the visual scene.,"['taxes', 'es.', 'we', 'speak:', 'speak', 'Polsi', 'S', 'agl', 'H&R', 'BLOCK]"
textcaps,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/974_textcaps_8abb09f34d7d1902.jpg""]","[""a spice rack with jars and spices on it""]",Describe the following image in detail. Read the associated text and comprehend it in the context to the visual scene.,"['OLD', 'BAY.', 'SEASONING', 'OLD', 'BAY', 'SEASONING', '11', '1il', '||', '1', 'SMECE', 'd', 'McCormicl']"
textcaps,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/975_textcaps_94a31ee11cd9ff43.jpg""]","[""a young boy swinging a bat at a ball""]",Describe the following image in detail. Read the associated text and comprehend it in the context to the visual scene.,['in2']
textcaps,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/976_textcaps_55ff8c2670ccef46.jpg""]","[""a clock on a sign at night""]",Describe the following image in detail. Read the associated text and comprehend it in the context to the visual scene.,"['Abfahrt', '6', '38', 'Berlin', 'Ostbahnhof', 'Berlin', 'Zoo', 'Gleis', 'ICE', 'InterCityExpress', 'Leipzig', '5a']"
textcaps,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/977_textcaps_1ef612d51b8d0bbd.jpg""]","[""a gold coin with the image of a zebra on it""]",Describe the following image in detail. Read the associated text and comprehend it in the context to the visual scene.,"['RGOUt', '1', 'Oz', 'FAE']"
textcaps,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/978_textcaps_ff5adc642269a65c.jpg""]","[""a black playstation 3""]",Describe the following image in detail. Read the associated text and comprehend it in the context to the visual scene.,"['ANOE', 'PLAYOTATION', 'SONY']"
textcaps,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/979_textcaps_656f864dafb7a88a.jpg""]","[""a shot glass with a hard rock logo on it""]",Describe the following image in detail. Read the associated text and comprehend it in the context to the visual scene.,"['dRock', 'lard', 'Rod', 'Hard', 'Ro', 'CAFE', 'CAFE', 'CAFE', 'HONG', 'KONG', 'BUENOS', 'AIRES', 'OONGKKONG', 'NG']"
winoground,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/980_winoground_ex_0_image_1.png"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/981_winoground_ex_0_image.png""]","["""",""""]","In this task, you will be provided with two images (Image 1 and Image 2) and two captions (Caption 1 and Caption 2). You need to study the images and the captions carefully, and match the images with their correct captions among the two provided captions. Caption 1: an old person kisses a young person. Caption 2: a young person kisses an old person",Image 1 matches with Caption 1 and Image 2 matches with Caption 2
winoground,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/982_winoground_ex_1_image_1.png"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/983_winoground_ex_1_image.png""]","["""",""""]","In this task, you will be provided with two images (Image 1 and Image 2) and two captions (Caption 1 and Caption 2). You need to study the images and the captions carefully, and match the images with their correct captions among the two provided captions. Caption 1: the taller person hugs the shorter person, Caption 2: the shorter person hugs the taller person",Image 1 matches with Caption 1 and Image 2 matches with Caption 2
winoground,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/984_winoground_ex_2_image_1.png"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/985_winoground_ex_2_image.png""]","["""",""""]","In this task, you will be provided with two images (Image 1 and Image 2) and two captions (Caption 1 and Caption 2). You need to study the images and the captions carefully, and match the images with their correct captions among the two provided captions. Caption 1: the masked wrestler hits the unmasked wrestler. Caption 2: the unmasked wrestler hits the masked wrestler",Image 1 matches with Caption 1 and Image 2 matches with Caption 2
winoground,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/986_winoground_ex_3_image_1.png"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/987_winoground_ex_3_image.png""]","["""",""""]","In this task, you will be provided with two images (Image 1 and Image 2) and two captions (Caption 1 and Caption 2). You need to study the images and the captions carefully, and match the images with their correct captions among the two provided captions. Caption 1: a person watches an animal. Caption 2: an animal watches a person.",Image 1 matches with Caption 1 and Image 2 matches with Caption 2
winoground,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/988_winoground_ex_4_image_1.png"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/989_winoground_ex_4_image.png""]","["""",""""]","In this task, you will be provided with two images (Image 1 and Image 2) and two captions (Caption 1 and Caption 2). You need to study the images and the captions carefully, and match the images with their correct captions among the two provided captions. Caption 1: the person without earrings pays the person with earrings. Caption 2:  the person with earrings pays the person without earrings",Image 1 matches with Caption 1 and Image 2 matches with Caption 2
winoground,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/990_winoground_ex_5_image_1.png"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/991_winoground_ex_5_image.png""]","["""",""""]","In this task, you will be provided with two images (Image 1 and Image 2) and two captions (Caption 1 and Caption 2). You need to study the images and the captions carefully, and match the images with their correct captions among the two provided captions. Caption 1: a snake eats a bird. Caption 2: a bird eats a snake",Image 1 matches with Caption 2 and Image 2 matches with Caption 1
winoground,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/992_winoground_ex_6_image_1.png"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/993_winoground_ex_6_image.png""]","["""",""""]","In this task, you will be provided with two images (Image 1 and Image 2) and two captions (Caption 1 and Caption 2). You need to study the images and the captions carefully, and match the images with their correct captions among the two provided captions. Caption 1: another organism was harmed by a plant, and that plant broke the organism into pieces. Caption 2: a plant was harmed by another organism, and that organism broke the plant into pieces.",Image 1 matches with Caption 2 and Image 2 matches with Caption 1
winoground,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/994_winoground_ex_7_image_1.png"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/995_winoground_ex_7_image.png""]","["""",""""]","In this task, you will be provided with two images (Image 1 and Image 2) and two captions (Caption 1 and Caption 2). You need to study the images and the captions carefully, and match the images with their correct captions among the two provided captions. Caption 1: water is in a bottle. Caption 2: a bottle is in water.",Image 1 matches with Caption 2 and Image 2 matches with Caption 1
winoground,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/996_winoground_ex_8_image_1.png"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/997_winoground_ex_8_image.png""]","["""",""""]","In this task, you will be provided with two images (Image 1 and Image 2) and two captions (Caption 1 and Caption 2). You need to study the images and the captions carefully, and match the images with their correct captions among the two provided captions. Caption 1: a car smashed into a tree. Caption 2: a tree smashed into a car",Image 1 matches with Caption 2 and Image 2 matches with Caption 1
winoground,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/998_winoground_ex_9_image_1.png"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/999_winoground_ex_9_image.png""]","["""",""""]","In this task, you will be provided with two images (Image 1 and Image 2) and two captions (Caption 1 and Caption 2). You need to study the images and the captions carefully, and match the images with their correct captions among the two provided captions. Caption 1: the leaves fall on people. Caption 2: people fall on the leaves.",Image 1 matches with Caption 2 and Image 2 matches with Caption 1
